cod_diagnostico,Frequency.4
BF11YZZ,399
H33.21,398
203.02,398
597,398
582.0,398
977.8,398
21.99,398
103.0,398
0B113F4,398
49.73,398
M47.816,398
646.60,398
026.1,398
309.82,398
O36.0930,397
996.43,397
Z79.891,397
L73.2,397
Z98.2,396
22.41,396
531.1,396
295.40,396
296.41,396
0WQFXZ2,396
0DTP0ZZ,396
410.00,396
813.08,396
182.8,396
V16.6,396
0HB7XZZ,395
380.11,395
295.33,395
596.55,395
R68.89,395
714.2,395
N81.2,395
190.6,395
658.8,395
0D9QXZZ,395
998.82,395
V67.51,395
911.1,395
301.2,395
04.81,395
V50.41,395
744.00,394
667.14,394
915.8,394
945.26,394
V12.2,394
575.4,394
647.81,394
R79.82,393
091.0,393
222.0,393
790.94,393
V54.11,393
K59.09,393
375.1,393
446.2,393
N99.820,392
281.8,392
161.3,392
T82.7XXA,392
81.57,392
334.4,392
250.43,392
791.6,392
V25.09,392
91.83,392
B54CZZZ,392
R17,392
77.66,391
V53.4,391
02K83ZZ,391
75.8,391
70.95,391
82.39,391
BW201ZZ,391
795.39,391
I70.213,391
170.7,391
533.7,390
K22.2,390
213.5,390
06.7,390
200.10,390
249.90,390
315.31,390
Z81.8,390
I83.90,390
714.89,389
I63.8,389
366.09,389
257.9,389
215,389
Z3A.34,389
D17.0,389
345.2,389
310.0,389
878.2,389
743.63,388
I49.01,388
642.5,388
608.8,388
327.09,388
370.3,388
848.41,388
533.70,388
96.08,388
0LN80ZZ,388
V41.5,387
V03.81,387
0QSN04Z,387
J10.1,387
R11.2,387
176.9,387
739,387
870,387
0QSP04Z,387
N73.6,387
131.0,387
00.81,387
252.8,387
B28016.1,387
911.7,387
I99.9,387
89.64,386
942.13,386
3E0P7Q0,386
916.2,386
996.84,386
21.87,386
716.68,386
Z85.820,386
812.11,386
715.24,386
829.1,386
41.05,386
692.75,385
916.8,385
Z68.35,385
V58.62,385
574.70,385
644.1,385
B96.81,385
57.6,385
K02.9,385
Q61.3,385
0D1B0Z4,384
380.81,384
374.01,384
21.62,384
S42.201A,384
414.4,384
663.41,384
905,384
B7100.3,384
0JB70ZZ,384
2W35X3Z,384
D69.59,384
GZB4ZZZ,384
733.3,383
10.05,383
385.83,383
08BPXZZ,383
602,383
N31.9,383
33.93,383
237.0,383
453.51,383
994,383
729.8,383
277.8,383
588.0,383
T81.32XA,383
97.05,383
291.5,383
088.81,383
34.20,382
88.52,382
0L8V0ZZ,382
S22.41XA,382
877,382
0SB20ZZ,382
369.10,382
80.23,382
011.3,382
A41.59,382
V18.59,382
823.30,382
0QBQ0ZZ,382
E11.359,381
284.11,381
488.11,381
K64.3,381
521.04,381
00044.67,381
781.7,381
421.9,381
998.4,381
362.84,380
45.33,380
0UBC8ZZ,380
904.3,380
847.1,380
524.23,380
658.1,380
719.1,380
526.69,380
35.14,380
054.11,379
M32.9,379
756.89,379
686,379
748.61,379
955.9,379
M47.812,379
V13.51,379
360.41,379
39.59,378
603.8,378
164.0,378
I30.9,378
Y83.0,378
952.10,378
361.2,378
276.69,377
707.01,377
867.0,377
V26.41,377
191.6,377
N62,377
78.04,377
V16.9,377
E44.0,376
M20.10,376
74.4,376
354.5,376
88.67,376
533.0,376
289.8,376
741.00,376
312.3,376
371.41,376
0TJ98ZZ,376
V54.9,375
0W9B3ZZ,375
L05.91,375
3E0C3SF,375
751.0,375
R04.0,375
813.40,375
768.7,375
39.41,374
S22.42XA,374
45.74,374
249.7,374
C32.9,374
750,374
657.03,374
V49.1,374
764.9,374
M54.2,374
816.1,374
I83.891,373
374.20,373
711.9,373
608.1,373
T50.905A,373
0DNW0ZZ,373
733.10,373
799.24,372
441,372
0CTPXZZ,372
320.9,372
86.96,372
V01.7,372
781.4,372
758.6,372
Z85.028,371
558.3,371
361.06,371
210.7,371
237.3,371
213.8,371
599.1,371
K64.2,371
202.14,371
686.09,370
807.06,370
D69.3,370
202.10,370
233,369
02RF0JZ,369
V26.82,369
623,369
906,369
07T60ZZ,369
B7150.2,369
V60.1,369
474.01,369
385,368
50.3,368
Z98.51,368
940.1,368
422.90,368
16.39,368
758.7,368
C44.519,367
51.83,367
26.11,367
J38.3,367
370.06,367
BR09ZZZ,367
526.3,367
48.51,367
528.1,367
446.6,367
R40.241,366
K57.10,366
402.00,366
88.64,366
S42.202A,366
717.81,366
0SJD4ZZ,366
383.0,366
B2802.2,366
202.82,366
C34.32,365
476,365
722.8,365
500,365
99.13,365
51.14,365
524.00,365
742.4,365
672.02,365
041,365
457,364
374.03,364
381.19,364
945.1,364
V87.4,364
336.1,364
30.29,364
866.01,364
805.00,364
78.59,364
C64.1,364
879.4,363
27.23,363
602.3,363
576,363
E21.0,363
08Q43ZZ,363
338.12,363
011.4,363
84.52,363
Z97.5,362
284.81,362
J96.12,362
535.3,362
943,362
I42.9,362
823.0,362
943.2,362
0B110F4,362
0TP98DZ,362
0T9780Z,362
733.41,362
642.43,362
219.1,362
Z95.811,361
57.59,361
0DBB0ZZ,361
838.05,361
676.40,361
91.42,361
171.2,361
294,360
139.8,360
552,360
555,360
583.1,360
J96.92,360
274.03,360
376.47,360
279.8,360
480.9,360
07T50ZZ,360
0DTN4ZZ,359
V04.4,359
BR0CZZZ,359
75.51,359
597.81,359
940.4,359
747.29,359
347.0,359
813.52,359
853.0,358
493.81,358
08BSXZZ,358
641.0,358
459.30,358
376.21,358
715.28,358
91.82,358
793.0,358
84.59,358
259,357
607.82,357
953.4,357
716.41,357
D32.0,357
795.11,357
872.61,357
912.1,356
H33.22,356
444.09,356
46.43,356
M47.9,356
282.2,356
51.95,356
8E01XY7,356
599.8,356
173.32,356
360.01,356
83.01,355
617.2,355
B7300.8,355
297.0,355
872,355
52.7,355
3E0233Z,355
T45.511A,355
968.5,355
BV49ZZZ,355
574.61,355
334.2,355
752.2,355
722.70,355
N87.1,355
793.2,355
96.05,355
612.0,355
07B50ZZ,354
078.89,354
M43.16,354
380.32,354
524.31,354
716.86,354
593.70,354
B32TYZZ,354
873.61,354
184.0,354
676.1,353
054.40,353
10.49,353
996.60,353
996.71,353
380.0,353
01.25,353
375.02,353
24.11,353
873.52,353
752.34,353
433,352
649.13,352
00046.45,352
02C03ZZ,352
Z90.81,352
360.59,352
375.5,352
305.50,351
756.51,351
560,351
843.8,351
996.89,351
641.2,351
211.7,351
81.13,351
716.88,351
79.09,351
66.93,351
K31.7,350
337.20,350
94.38,350
00046.22,350
E88.81,350
86.67,350
201.50,350
812.4,350
F19.21,350
935.2,350
346.01,350
296.64,349
236.0,349
344.40,349
716.8,349
01.09,349
B201YZZ,349
80.71,349
85.36,349
17.13,349
385.9,349
V64.0,349
85.7,348
172.8,348
378,348
3E033XZ,348
81.84,348
956.9,348
944.1,348
I24.9,348
948.0,348
H90.3,348
Z95.9,348
77.88,347
0YUA0JZ,347
974.4,347
362.06,347
B345ZZZ,347
277.02,347
532.10,347
C79.70,347
722.92,347
204.0,347
654.51,347
52.93,346
154.3,346
0T778DZ,346
0QS636Z,346
672.04,346
G40.109,346
V65.3,346
5A09557,345
O69.82X0,345
521.3,345
442.83,345
443.21,345
34.4,345
435.0,344
09.44,344
38.7,344
F23,344
464.30,344
614,344
V09.6,344
654.0,344
55.01,344
85.85,344
521.34,344
323.81,344
170.6,344
O24.424,344
65.21,344
389.01,344
C53.9,343
283.19,343
V02.52,343
414.05,343
296.35,343
03.8,343
999,343
339.89,343
259.8,342
Z85.41,342
786.1,342
881.12,342
085.9,342
C92.00,342
H25.89,342
752.89,342
360.89,342
46.42,341
345.41,341
279.01,341
17.24,341
E849.9,341
879.0,340
438.1,340
296.04,340
798,340
712.1,340
K62.89,340
L76.22,340
038.10,340
L57.0,340
48.50,340
12.59,340
N13.5,340
I25.119,339
204.11,339
J95.811,339
249.01,339
V84.02,339
92.01,339
848.42,339
519.2,339
403,338
0CDWXZ0,338
88.54,338
622,338
296.42,338
153.5,338
648.20,337
0QBR0ZZ,337
C34.31,337
90.69,337
378.52,337
719.30,337
237.7,337
953.5,337
941.20,337
49.21,337
D64.89,337
0L8W0ZZ,337
944.16,337
K04.7,337
Z16.35,337
506.0,337
B2800.2,337
738.19,336
53.62,336
006.9,336
054.7,336
T81.89XA,336
282.5,336
70.71,336
567.31,336
658.23,336
038.3,336
E934.2,336
944.11,336
3E1M38Z,336
48.5,336
15.11,335
G40.409,335
45.82,335
792,335
29.2,335
M79.81,335
298.3,335
344.30,335
941.10,335
0DB98ZX,335
192.1,335
099.3,335
B7200.1,335
C64.2,335
V16.7,335
5A0935Z,335
781.5,335
D65,334
737.34,334
300.89,334
055.9,334
0CJS8ZZ,334
00046.60,334
897.0,334
0HB4XZZ,334
719.51,333
361.33,333
01N40ZZ,333
444.1,333
0CBV8ZZ,333
387.2,333
811.01,333
191,333
E21.1,332
595.3,332
50.0,332
697,332
25.01,332
O48.1,332
H54.0,332
719.66,331
0GTH0ZZ,331
295.80,331
817,331
536.41,331
3.3.03,331
949,331
08Q53ZZ,331
0QS634Z,331
Z91.5,331
07DR3ZX,331
339.2,331
362.3,331
Y92.009,330
Z74.3,330
J84.9,330
831.1,330
919.6,330
V49.7,330
I35.8,330
10.03.02,330
360.61,330
K66.1,330
483.8,329
999.0,329
756.79,329
O32.8XX0,329
02HL3JZ,329
08BTXZZ,329
823.8,329
646.73,329
370.4,329
618.02,328
27.31,328
532.4,328
648,328
82.89,328
M80.08XA,328
369.63,328
550.00,328
M35.00,328
624.9,328
054.13,327
22.62,327
Z3A.00,327
E73.9,327
880,327
082.1,327
M54.40,327
652.51,327
369.01,327
0W3P8ZZ,327
302.85,327
944.13,327
521.89,327
659.40,327
89.06,326
O42.12,326
03.94,326
0CDWXZ1,326
235.9,326
362.18,326
996.65,326
V07.39B,326
G70.00,326
965.02,326
345.70,326
995.89,326
00121,326
0QB00ZZ,326
189,326
E849.0,326
288,325
0CBT8ZZ,325
39.1,325
008.0,325
277.00,325
277.89,325
Z65.9,325
802.29,325
29.39,325
873.41,325
08133Z4,325
0U923ZZ,325
E02,324
380.31,324
I63.412,324
BW4FZZZ,324
V84.09,324
370.2,324
32.3,324
E884,324
788.35,324
54.97,324
84.82,324
96.23,324
150,324
257.8,323
736.06,323
526.8,323
G93.1,323
648.73,323
692.83,322
361.31,322
I73.00,322
20.16,322
567.38,322
97.75,322
279.03,322
934.8,322
0QS736Z,322
010,322
008.67,322
B28015.0,322
365.20,322
879.6,321
746.5,321
0VB00ZZ,321
34.59,321
942.22,321
E22.2,321
712.04,321
958,321
200.7,321
333.91,321
012.0,321
995.6,321
Z83.3,321
V03.6,321
0JBJ0ZZ,320
341.0,320
296.10,320
905.6,320
881.11,320
410.61,320
37.12,320
357.89,320
48.52,320
994.8,320
Z90.10,320
BH4BZZZ,320
372.81,320
77.20,319
95,319
27.72,319
F22,319
76.92,319
333.72,319
07T10ZZ,319
I69.322,319
533.30,319
788.36,319
131,319
719.10,318
719.34,318
131.09,318
531.5,318
362.17,318
730.08,318
24.31,318
I69.320,318
V29.8,318
V65,317
88.90,317
33.28,317
996.46,317
369.2,317
701.5,317
0D164ZA,317
BT40ZZZ,317
716.62,317
00.43,317
V68.01,317
611.2,317
00117,317
202.03,317
377.00,317
1.3.07,316
414.04,316
08.43,316
21.03,316
357.7,316
705.8,316
80.85,316
12.99,316
099.4,316
812.49,316
256.2,316
K65.0,316
288.51,315
0HBU0ZX,315
290.13,315
99.64,315
380.8,315
459.33,315
0T9680Z,315
00.14,315
00.50,315
346.02,315
G93.6,315
788.37,315
372.45,315
I89.0,314
816.11,314
C67.2,314
B37.89,314
G93.40,314
830,314
4A10X4Z,314
906.3,314
44.69,314
359.0,314
V23.3,314
I21.11,314
202.01,314
B28014.0,313
569.8,313
N41.1,313
736.3,313
718.43,313
V59.4,313
N99.0,313
384.81,313
305.5,312
386.02,312
45.41,312
200.00,312
249.80,312
J45.20,312
862.8,312
V13.8,312
E956,312
314.0,312
325,311
943.10,311
88.09,311
997.60,311
736.2,311
45.24,311
965.4,311
Z68.36,311
J96.11,311
525.64,311
80.99,311
H90.5,311
372.02,311
360.42,311
077.3,311
338,310
573.1,310
0DBN8ZX,310
733.45,310
0UB90ZZ,310
Z31.89,309
917.1,309
277.84,309
O47.03,309
E878.0,309
599.81,309
171.6,309
00014A,308
B24BYZZ,308
51.49,308
814.03,308
V70.0,308
I42.8,308
146.8,308
59.72,308
136.8,308
183,308
Y65.8,307
39.32,307
B37.9,307
Z86.03,307
724.70,307
I96,307
J84.112,307
Z89.421,307
812.44,307
V76.5,307
78.60,307
234,306
719.67,306
20.03.02,306
R63.0,306
32.21,306
381.04,306
E987.1,306
871.0,306
5A1223Z,306
444.8,306
552.3,306
253.7,306
T82.868A,306
796.0,305
784.8,305
379.09,305
M96.1,305
O60.03,305
93.24,305
T17.900A,305
676.54,305
705.9,305
B0201ZZ,305
Z76.82,305
716.61,305
0V508ZZ,305
O69.2XX0,304
46.23,304
473.3,304
482,304
300.16,304
V42.9,304
718.47,304
718.97,304
724.7,304
453.82,304
E09.9,303
09.72,303
V53.5,303
83.09,303
361.02,303
87.17,303
488.82,303
669.50,303
669.5,303
751.4,303
K26.4,303
02HK3KZ,303
B28014.4,302
1.3.04,302
39.51,302
368.5,302
G89.4,302
951.4,302
O99.013,302
751.9,302
524.2,302
201.5,302
716.22,302
634.11,302
145.6,302
0QS734Z,302
42.91,302
300.1,302
347.00,302
015B3ZZ,302
V53.7,301
053.21,301
296.54,301
08.59,301
D53.1,301
86.62,301
747.89,301
747.64,301
375.54,301
Y84.2,301
0DQB0ZZ,301
569.60,301
360.34,301
639.0,301
BY4GZZZ,300
D18.09,300
233.5,300
39.53,300
686.01,300
D17.39,300
235.5,300
656.21,300
V53.02,300
249.5,300
20.98,300
K12.31,300
0JB10ZZ,300
711.87,300
Z33.2,300
Z80.1,300
V65.0,300
R59.9,300
R20.2,300
750.22,299
361.89,299
162.0,299
640.9,299
189.9,299
V44.8,299
621.32,299
68.22,299
B7102.8,299
143.9,299
789.39,299
795.82,299
365.01,299
Z96.89,299
305.92,298
719.94,298
0Q8P3ZZ,298
464.21,298
996.68,298
28.7,298
49.93,298
250.63,298
383.1,298
660.41,298
752.35,298
78.03,298
371.22,298
53.42,298
865.04,297
52.52,297
845.13,297
F33.9,297
752.8,297
537.84,297
G89.18,297
375.8,297
602.0,296
839.61,296
64.93,296
275.4,296
CW7GGZZ,296
327.42,296
339.00,296
0JH604Z,296
N13.8,296
134.1,296
R57.1,296
853.01,295
90.66,295
511,295
915.5,295
F11.21,295
29.4,295
584.6,295
453.85,295
R40.0,295
880.00,295
K86.0,295
K86.2,295
17.35,295
793.8,295
D24.2,294
0CDXXZ1,294
0UT98ZZ,294
942.24,294
M50.20,294
579,294
82.71,294
E11.8,294
292.84,294
R39.89,294
339.04,294
39.56,293
07B60ZZ,293
0HX1XZZ,293
64.3,293
E826.1,293
E824.2,293
611.81,293
474.02,293
171.4,293
202,292
692.81,292
E939.0,292
712.26,292
802,292
Z65.8,292
R53.1,292
441.03,292
V23.41,292
I69.951,292
E03.8,292
0WHR73Z,292
008.49,292
519.3,292
362.8,292
B54BZZZ,291
719.64,291
768.70,291
82.86,291
00046.61,291
51.02,291
N92.0,291
I50.23,291
V70.2,291
49.29,291
292.12,291
822.1,291
747.10,291
30.4,291
B31RYZZ,291
647.63,291
91.52,291
B7302.8,290
56.74,290
969.8,290
704.42,290
85.24,290
478.20,290
H11.001,290
D47.3,290
219.9,290
11.59,290
186,290
77.60,289
312,289
482.42,289
295.10,289
D27.0,289
0HBLXZZ,289
599.5,289
06.81,289
V12.53,289
215.4,289
173.61,289
E968.5,289
D24.1,288
46.03,288
188.6,288
V89.09,288
754,288
02.21,288
940.0,288
53.9,288
Z45.010,288
441.1,288
E05.00,288
442.84,288
78.53,288
733.21,288
53.15,288
E905.2,287
747.3,287
649.73,287
235.1,287
08.52,287
08T53ZZ,287
750.7,287
279.52,287
694.6,287
958.4,287
4A0H7CZ,287
202.70,287
143,287
22.52,286
433.91,286
08123Z4,286
386.03,286
82.85,286
403.01,286
718.04,286
0DBP8ZX,286
B7350.2,286
453.86,286
O65.4,286
01.23,286
275.1,286
V12.03,286
364.02,286
873.6,286
947.0,286
V49.60,286
B215YZZ,286
O70.2,286
H25.012,285
39.75,285
583,285
923.02,285
R26.9,285
BR20ZZZ,285
033.9,285
664.51,285
339.85,285
623.2,285
V06.2,284
719.65,284
312.34,284
095L8ZZ,284
O99.333,284
87.76,284
478.2,284
K82.4,284
0SRR0J9,284
H11.002,284
372.61,284
552.20,284
377.32,284
77.27,283
379.39,283
0JBK0ZZ,283
530.84,283
S82.841A,283
802.21,283
832.02,283
656.2,283
81.37,283
919.1,283
Z99.11,283
G44.209,283
519.02,283
274.02,283
716.63,283
I48.3,283
397.9,283
0D1N0Z4,283
518.2,283
015.0,283
C67.8,282
359,282
E967.3,282
433.80,282
Z39.0,282
307.3,282
S06.6X0A,282
I25.84,282
07T20ZZ,282
848.5,282
410.10,282
I44.4,282
215.5,282
0SRS0J9,282
620.9,282
85.42,282
W10.9XXA,282
910.7,282
661.03,281
Z85.43,281
62.7,281
852.26,281
225.3,281
944.2,281
695.10,281
08T43ZZ,281
N85.8,281
V13.69,281
H25.21,281
R20.1,281
628.3,280
A15.0,280
Z3A.33,280
Z85.72,280
426.82,280
560.8,280
0UB98ZX,280
334.0,280
363.32,280
532.91,280
346.80,280
D49.0,280
B37.49,279
A63.0,279
H40.11X0,279
928.3,279
21.71,279
189.8,279
718.89,279
C32.0,279
Z49.01,279
V47.5,279
980,279
L08.9,279
784.61,279
716.13,279
993.3,279
718.1,279
79.66,279
Z43.2,279
0HBT0ZX,279
577,278
D52.9,278
87.77,278
0MQS0ZZ,278
537.4,278
375.57,278
646.80,278
0DTP4ZZ,278
323.82,278
V18.19,278
J33.9,278
077.1,278
V28,277
3E0K8GC,277
39.62,277
962.0,277
581.3,277
20.94,277
N81.4,277
969.0,277
711.96,277
084.2,277
646.93,277
80.96,277
BR27ZZZ,277
0HBKXZZ,277
O68,277
039.8,277
170.2,277
292,276
298,276
34.06,276
L05.92,276
27.42,276
40.02,276
0DNW4ZZ,276
942.04,276
582.2,276
306.51,276
Z68.37,276
906.5,276
49.04,276
E11.52,276
375.33,276
364.61,276
795.51,276
0Q8N3ZZ,276
371.20,276
0DQR0ZZ,276
433.90,275
852.02,275
64.97,275
K81.1,275
426.1,275
L90.5,275
906.7,275
574.6,275
442.0,275
E886.0,275
I36.1,275
04.11,275
I63.312,274
484.8,274
0GTG0ZZ,274
996.70,274
38.88,274
J38.4,274
642.6,274
M47.896,274
364.10,274
250.73,274
027.1,274
E947,274
89.69,273
602.2,273
523.11,273
426.81,273
425.7,273
283.2,273
103.3,273
J95.89,273
Z85.850,273
G40.209,272
83.87,272
366.3,272
852.06,272
694,272
99.38,272
I05.1,272
I05.0,272
Z68.42,272
730.15,272
93.51,272
216.0,272
312.4,272
842.09,272
O24.410,272
K65.9,272
E943.8,272
72.4,271
77.37,271
V40.3,271
420.99,271
078.82,271
416,271
Z3A.01,271
0TUC0JZ,271
718.83,271
BW20Y0Z,271
0UT64ZZ,271
344.41,271
49.92,271
Z63.79,271
945.04,271
805.07,271
195.2,271
E911,271
11.92,271
674.2,271
F10.29,270
15.4,270
909.1,270
132.1,270
346.11,270
54.63,270
34.3,270
726.62,269
N39.46,269
83.42,269
46.01,269
209.24,269
C78.89,269
720,269
B7350.8,269
307.8,269
344.09,269
345.7,269
07TC0ZZ,269
012.00,269
68.31,269
06.01,269
I80.8,269
173.30,269
521.22,269
255.6,269
F10.99,269
446.7,269
53.02,269
229,268
V18.9,268
V64,268
52.01,268
748.9,268
198.81,268
02.43,268
843,268
81.38,268
453.1,268
M22.41,268
0W993ZX,268
85.33,268
478.11,268
727.60,268
342.11,267
590.0,267
692.76,267
353.9,267
282.9,267
128.8,267
464.01,267
242.01,267
308.2,267
Z89.422,267
718.5,267
29.11,267
389.04,267
202.90,267
379.22,266
625.70,266
Z48.812,266
736.9,266
361.10,266
296.12,266
116.0,266
N92.1,266
E935.6,266
0UT54ZZ,266
55.87,266
533.00,266
96.56,266
M51.36,266
S06.9X0A,266
K57.31,265
642,265
718.54,265
21.30,265
802.25,265
402.0,265
729.31,265
20.96,265
458.21,265
01.14,265
05H533Z,265
658.0,265
55.21,265
099N7ZX,265
521.15,265
374.0,265
0HBHXZZ,264
V76.89,264
34.03,264
423.0,264
O13.3,264
14.32,264
952.3,264
410.02,264
288.2,264
4A0FX3Z,264
I82.402,264
085K3ZZ,264
L82.1,264
00010,264
M50.22,263
374.33,263
718.55,263
343.1,263
343.0,263
F0796YZ,263
712.9,263
331.8,263
0TUD0JZ,263
I44.30,263
965.09,263
N13.2,263
159.0,263
387.0,263
E916,263
744.47,262
0DBK8ZX,262
76.72,262
0JB80ZZ,262
953.2,262
711.44,262
H35.371,262
813.03,262
173.39,262
I60.9,262
3E04329,261
085J3ZZ,261
0HBBXZZ,261
482.49,261
295.94,261
959.12,261
T42.4X2A,261
204.12,261
521.4,261
829,261
K35.3,261
986,261
L40.50,261
55.92,261
790.22,261
994.1,261
755.9,261
R80.9,261
CW3NYZZ,261
A49.8,261
998.09,261
528.09,260
189.3,260
00046.59,260
795,260
307.7,260
2.1.08,260
211.9,260
966.3,260
E879.8,260
32.20,260
68.21,260
992.3,260
716.95,260
E947.1,260
994.5,260
S72.21XA,260
D75.1,259
BF101ZZ,259
027044Z,259
386.50,259
342.1,259
E83.42,259
08.69,259
08.61,259
15.9,259
M47.819,259
480.8,259
G93.5,259
00044.62,259
K40.30,258
90.31,258
2.5.01,258
356,258
76.75,258
989.4,258
296.25,258
38.48,258
0TTB0ZZ,258
537.1,258
08BRXZZ,258
V61.23,258
716.16,258
753.8,258
593.82,258
K60.1,258
011.8,258
00034,258
70.8,258
078,258
B210YZZ,258
H25.011,257
K57.20,257
127.1,257
D27.1,257
01.6,257
D51.9,257
E819.8,257
Z86.69,257
0RQJ4ZZ,257
645.20,257
368.45,257
49.23,257
T38.3X5A,257
V25.4,257
145.0,257
158.8,257
60.61,257
E905,257
V45.00,256
77.45,256
655.41,256
289.82,256
39.99,256
374.14,256
82.09,256
19.11,256
08BF3ZZ,256
V12.3,256
945.14,256
405.01,256
Z22.39,256
873.50,256
66.61,256
170.9,256
202.13,256
D49.5,256
V54.0,255
222,255
D61.810,255
03.59,255
C56.2,255
D72.829,255
88.40,255
B24CYZZ,255
717.85,255
E812.0,255
78.54,255
D22.5,255
840.7,254
810.01,254
95.05,254
749.0,254
233.9,254
88.31,254
D68.61,254
M48.02,254
917.8,254
031.0,254
357.8,254
807.08,254
730.10,254
388.43,254
M22.42,254
80.89,254
665.31,254
386.8,254
719.90,253
B19.10,253
B37.81,253
652.8,253
E819.1,253
374.41,253
70.14,253
M65.311,253
I50.21,253
N20.2,253
298.4,253
524.61,253
381.03,253
410.32,253
333.7,253
0WUF4JZ,253
E11.00,253
375.43,253
289.6,253
215.7,253
371.8,253
77.63,252
R06.09,252
09.99,252
151.5,252
K50.00,252
522.2,252
13.43,252
E11.69,252
E933.9,252
00.82,252
59.4,252
E887,252
D35.2,252
35.23,252
840.5,251
263,251
22.61,251
O34.13,251
730.26,251
868.03,251
F0DZ7ZZ,251
537.8,251
Z87.09,251
H35.372,251
550.0,251
V54.89,251
842.01,251
659.73,251
E848,251
O69.89X0,251
852.4,251
0HBCXZZ,250
H40.10X0,250
524.29,250
524.64,250
730.28,250
333.9,250
K75.0,250
551.1,250
812.31,250
335.22,250
E917.9,249
4A097LZ,249
793.82,249
997.01,249
0B9M8ZX,249
J95.821,249
271.4,249
832,249
851.80,249
81.71,249
652.83,249
56.2,249
646.21,249
48.76,249
008.41,249
T82.857A,249
362.6,249
011.94,248
628.4,248
B97.7,248
K20.8,248
0VT34ZZ,248
H43.12,248
02RG0JZ,248
659.50,248
W17.89XA,248
S82.842A,247
51.71,247
B020Y0Z,247
V59.9,247
049.9,247
831.14,247
159.9,247
387.8,247
Z16.23,247
08R43JZ,247
840.3,246
558.42,246
943.13,246
40.19,246
380.14,246
0JH60XZ,246
21.00,246
811,246
814.02,246
728.1,246
V10.29,246
I45.0,246
229.0,246
639.8,246
648.92,246
I15.9,245
58.99,245
L89.154,245
300.19,245
211.0,245
464.4,245
754.53,245
81.40,245
K85.2,245
BF14YZZ,245
525.6,245
908.6,245
250.32,245
92.09,245
I95.2,245
027.0,245
V88.2,245
0JB60ZZ,245
10.6,244
G31.89,244
90.33,244
83.19,244
259.3,244
438.50,244
45.30,244
T85.29XA,244
906.9,244
3E0S3NZ,244
78.02,244
389.08,244
648.70,244
V45.85,243
90.09,243
O72.1,243
649.53,243
380.89,243
99.02,243
N81.6,243
729.3,243
200.30,243
327.51,243
G91.9,243
V13.81,243
B02010Z,243
944.24,243
I70.203,243
346.53,243
C64.9,243
793.7,243
852.0,243
726.63,242
342.12,242
616.5,242
748.8,242
Z67.30,242
737.4,242
C56.1,242
140.9,242
0DTF4ZZ,242
945.12,242
383.2,242
K63.2,242
91.22,242
V43.62,242
M31.6,242
00044.64,242
53.43,242
197.3,242
