cod_diagnostico,Frequency.4
V52.8,1772
754.70,1771
86.83,1771
287.0,1767
434.9,1765
BB24ZZZ,1764
K35.80,1764
518.5,1763
458.8,1762
845.19,1760
10.03,1759
M54.5,1758
Z94.0,1755
715.11,1755
V62.6,1755
V85.4,1753
18.29,1753
00.18,1753
834.00,1752
599,1751
305.63,1750
290.41,1748
842.12,1745
336.0,1744
96.35,1742
813.21,1741
575.9,1741
50.03,1740
I20.0,1740
736,1739
32.49,1739
42.23,1739
362.03,1738
V85.35,1738
795.06,1738
959.11,1737
290.10,1737
744.3,1737
40.21,1735
605A,1734
304.90,1734
337.29,1733
151.2,1733
456.6,1733
759.6,1732
532.9,1732
0UB98ZZ,1732
R19.7,1732
B28015.1,1731
733.1,1730
85.89,1730
097.9,1727
V04,1726
823.80,1726
K70.30,1725
45.14,1725
344.61,1725
E878.9,1725
251.1,1725
00.17,1724
537,1722
718.48,1722
2.1.15,1722
008.6,1721
787.9,1721
574.9,1721
706.3,1721
523.5,1719
715.17,1719
236.2,1716
625,1715
250.03,1715
715.31,1715
V52.9,1715
451.82,1714
173.1,1713
312.30,1713
466.19,1713
308,1712
429.2,1712
E987.2,1712
308.3,1711
893.1,1710
80.76,1705
972.1,1705
50.22,1704
00081,1704
274.01,1703
K43.2,1702
V82.9,1701
244.2,1698
76.63,1698
305.60,1697
882.2,1697
246.1,1695
860.0,1695
791.2,1695
795.04,1694
996.77,1693
930.1,1693
85.11,1693
529.8,1692
06.89,1690
00204,1689
386.12,1688
Z97.2,1687
852.20,1686
601,1686
153.0,1684
292.89,1684
922.0,1684
228.0,1681
V52.3,1681
40.41,1678
474.0,1678
780.62,1677
0UDN3ZZ,1676
307.54,1676
90.41,1674
87.02,1674
78.62,1674
B28016.8,1674
410.9,1673
304.1,1673
755.69,1673
V23.82,1673
831.01,1671
780.71,1668
45.94,1668
B20,1668
807.2,1666
205.10,1666
T45.1X5A,1665
530,1664
86.06,1664
250.9,1664
666.12,1663
410.7,1661
201.90,1661
10,1660
425,1660
359.1,1660
310.2,1658
V45.59,1657
K85.9,1657
99.14,1656
478.75,1656
823.21,1655
V59.8,1654
93.11,1654
V25.12,1654
365.52,1654
379.8,1653
718.46,1653
V12.55,1653
595.1,1652
08QE3ZZ,1652
83.88,1649
789,1649
E53.8,1648
379.25,1647
501,1647
157.4,1646
564.3,1646
J96.02,1645
G56.02,1643
110,1642
648.01,1640
284.19,1639
I44.7,1639
293.9,1637
Z74.01,1637
37.0,1636
701.9,1635
1.3.02,1634
389.7,1632
D53.9,1630
560.2,1630
R41.0,1630
882,1629
1.3.06,1628
37.87,1628
916,1627
006,1627
36.09,1625
374.87,1624
02HK3JZ,1624
J96.10,1622
V23.7,1619
793.80,1618
56.51,1618
434.1,1618
101,1618
00.61,1617
BW211ZZ,1617
R13.10,1613
729,1609
79.13,1608
377.41,1607
651.0,1606
535.61,1606
2.1.16,1606
79.75,1606
732.5,1606
B95.2,1603
27.43,1603
N97.8,1602
0TJB8ZZ,1600
308.4,1598
R54,1598
86.70,1597
694.4,1597
372.73,1597
66.4,1595
K76.6,1594
214.3,1592
55.69,1590
V07.39Q,1589
Z87.440,1588
230.2,1585
520.9,1585
795.81,1585
493.22,1582
556.5,1582
532.3,1582
296.6,1581
D69.6,1581
715.98,1581
112.4,1580
298.2,1580
Z87.81,1580
371.03,1579
17.36,1578
BW25ZZZ,1577
891,1577
92.14,1577
718.0,1575
62.3,1573
944.01,1573
K64.9,1573
744.42,1572
824,1571
466.1,1571
802.8,1571
915.1,1570
402.9,1570
216.7,1569
E987.9,1568
28.0,1566
710.9,1565
296.22,1563
372.9,1563
00096,1563
733.9,1561
272.5,1560
0SRC0J9,1560
870.0,1559
X58.XXXA,1559
3E0F73Z,1559
236.4,1558
626.7,1557
373,1557
87.64,1557
90.02,1555
349.0,1555
V62.1,1555
514,1554
404.11,1554
892.1,1551
J98.11,1550
172.7,1549
907.0,1548
821.23,1546
521.9,1546
307.41,1546
49.45,1544
380.03,1543
571,1543
736.6,1543
V23.89,1543
0DTJ4ZZ,1543
08QF3ZZ,1541
26.31,1541
823,1540
473.1,1539
Y92.9,1539
BU46ZZZ,1539
Y83.8,1538
442.9,1538
388.60,1538
532.0,1537
E04.2,1537
440.4,1536
717.8,1535
5A1221Z,1535
180.0,1535
85.87,1535
Z53.8,1534
395,1533
053.2,1533
438.6,1533
239.3,1533
V14.4,1533
Z91.09,1532
524.7,1530
0HBT0ZZ,1530
345.0,1528
664.21,1528
364.00,1527
L40.9,1526
68.39,1526
388.6,1526
629,1524
451.84,1523
306.2,1523
0HBU0ZZ,1523
174.3,1520
305.61,1519
4A00X4Z,1519
304.7,1517
V57.9,1517
290.42,1516
607.8,1515
574.91,1514
251.5,1513
999.31,1513
V03.7,1513
365.22,1512
318.1,1511
M15.0,1510
038.0,1509
00055,1509
86.09,1508
10907ZC,1508
733.12,1508
N18.2,1507
572.4,1507
00196,1507
291.2,1507
718.86,1504
537.82,1504
562.13,1504
V01.6,1504
304.22,1504
01.31,1503
Z91.041,1502
00.42,1502
V07.8,1501
4A1ZXQZ,1501
593.4,1500
55.02,1500
N23,1499
Z96.651,1497
97.89,1496
66.62,1496
0SBC4ZZ,1495
266.9,1495
85.6,1494
722.90,1494
873.44,1493
426.50,1492
298.0,1492
O76,1492
C79.31,1492
070,1488
65.81,1487
692.3,1487
370.21,1487
368.4,1485
634.92,1485
664.41,1484
440,1483
250.30,1483
I47.1,1482
250.62,1481
235.2,1480
V73.81,1480
910,1478
87.22,1477
289.59,1477
011,1477
27.24,1474
297.9,1474
730.2,1474
453.4,1473
00022,1473
G43.909,1472
D50.0,1471
362.5,1470
89.34,1467
446.29,1467
440.1,1467
81.53,1465
K29.50,1464
385.10,1463
426.54,1463
718.45,1463
0BJ08ZZ,1462
04.2,1461
513.0,1461
635.92,1461
290.1,1461
39.64,1459
680,1459
755.66,1459
331.5,1457
V26.1,1457
V15.89,1455
719.87,1455
718.51,1455
N10,1455
151.0,1454
K30,1454
375.22,1454
524,1453
413.1,1453
707.13,1452
364.41,1451
V82.89,1450
0KQM0ZZ,1450
E888.1,1449
I63.9,1448
478,1448
786.00,1448
93.22,1448
Z95.810,1446
60.0,1445
647.61,1444
92.18,1443
379.2,1441
0UT90ZZ,1441
724.9,1440
4A12X4Z,1440
73.99,1440
39.72,1438
527.1,1438
736.29,1437
313.0,1437
358.0,1436
C18.7,1435
I35.1,1435
098.0,1435
692.7,1434
482.84,1433
861.21,1432
45.91,1431
765.27,1431
782.61,1431
719.00,1430
596.59,1430
Z98.49,1429
893,1429
238.1,1429
825.21,1429
360.9,1429
71.3,1428
366.02,1427
92.15,1427
R31.0,1427
812.03,1425
60.21,1425
17.33,1423
910.5,1423
V14.9,1422
54.24,1422
914.1,1421
521.81,1421
379.3,1420
V53.99,1420
944.00,1420
296.5,1419
736.70,1419
00041,1419
E55.9,1419
808.41,1418
718.81,1418
276.4,1418
722.6,1417
079.99,1417
796,1417
34.92,1416
844.8,1416
67.39,1415
377.3,1414
556.3,1414
V57.1,1414
68.51,1414
B2101ZZ,1413
0SRD0J9,1413
743.31,1412
5A2204Z,1412
00056,1412
737.1,1411
00.63,1411
357.82,1410
376.30,1410
85.54,1410
721.42,1409
84.56,1408
89.51,1407
175.9,1407
524.34,1407
346.7,1406
84.55,1406
041.00,1405
Z86.79,1402
038.43,1402
927.3,1401
637.91,1401
373.01,1401
88.49,1401
47.19,1400
304.30,1400
295.62,1399
V10.09,1398
M51.26,1397
364.60,1396
385.1,1396
V58.64,1394
552.00,1394
372.8,1392
721.6,1391
223.0,1390
I44.2,1390
E888.8,1390
J91.8,1389
J98.01,1388
718.91,1388
584.5,1388
599.6,1387
996.69,1386
255.8,1386
295.74,1385
640,1384
362.89,1383
V48.3,1383
794.2,1382
716.50,1381
Z90.89,1381
60.3,1380
756.3,1380
733.40,1380
574.1,1379
911.4,1379
M48.06,1378
38.12,1378
V54.81,1378
447.8,1377
604.0,1376
K76.89,1375
415.0,1375
810.02,1373
301.6,1373
726.13,1372
736.20,1371
752.3,1371
727.49,1371
716.91,1369
242.2,1368
482.1,1368
753.13,1366
070.9,1365
879.2,1364
943.11,1364
366.11,1363
732,1363
V72.69,1362
458.1,1362
R42,1362
E87.5,1361
00101,1361
707.06,1360
237.5,1360
495.9,1360
732.0,1359
223.3,1358
789.9,1358
V85.0,1358
054.4,1357
Z90.722,1357
21.84,1357
374.9,1357
B28013.1,1356
997.99,1356
V85.36,1355
V23.2,1355
708.2,1355
840.9,1354
46.52,1354
83.21,1353
34.24,1353
426.6,1353
715.10,1353
3E033PZ,1352
E87.0,1352
V44.4,1351
998.3,1350
521.2,1348
V69.9,1347
815.04,1345
238.0,1345
V06.1,1344
750.26,1344
5A1935Z,1344
784.59,1344
V12.41,1343
812.02,1342
582.9,1341
785.50,1340
915.6,1339
794.4,1339
I71.4,1338
253.5,1338
136.9,1338
388.1,1337
648.41,1336
G25.0,1335
537.83,1335
790.8,1335
802.6,1335
726.9,1334
727.02,1333
54.0,1332
77.53,1331
08.21,1331
K81.0,1331
354,1330
0CTW0Z0,1330
K43.9,1329
79.02,1329
V14.3,1329
Z96.652,1328
0TPBX0Z,1328
00.24,1328
M20.11,1327
F20.0,1327
43.41,1327
275.09,1327
301.0,1326
V49.75,1326
813.82,1325
153.7,1324
719.16,1323
808,1323
2.1.11,1322
V53.09,1321
20.07,1321
4A03XR1,1320
V12.50,1320
410.21,1319
992.1,1319
070.44,1319
1.2.04,1318
Z96.0,1318
82.45,1317
759.89,1317
681.0,1317
532.70,1317
282.46,1317
288.09,1316
793.81,1316
0DB68ZX,1316
3E03305,1315
493.11,1313
45.43,1313
596.0,1313
381.20,1313
825.29,1313
552.21,1313
487.0,1312
K80.00,1312
511.8,1312
916.0,1310
646.13,1310
V60.4,1310
353.4,1309
82.12,1309
H35.81,1309
812.40,1309
03.93,1308
852.00,1308
4A1HXFZ,1308
622.8,1308
756.71,1307
992.8,1307
K56.60,1305
79.71,1305
G45.9,1305
607,1303
K60.3,1303
211.5,1302
00.48,1302
524.9,1301
191.1,1301
91.63,1301
V49.62,1301
Z51.11,1300
03.92,1299
753.3,1299
309.21,1298
216.6,1297
87.04,1296
715.25,1295
041.84,1294
360,1292
374.86,1292
718,1292
474.12,1292
Z96.641,1291
141.0,1290
I51.89,1290
I85.10,1289
362.81,1288
38.89,1288
816.01,1286
807.04,1286
E05.90,1286
89.61,1285
88.22,1285
646.6,1285
I11.0,1285
780,1283
14.41,1282
799.89,1281
567.82,1281
84.12,1280
446.0,1280
F01.50,1277
V69.1,1275
448,1274
305.22,1273
4A023FZ,1273
199.0,1273
588.9,1272
263.8,1272
382.1,1271
813.43,1271
293.1,1270
743.30,1270
715.2,1270
569.85,1270
296.44,1268
907.2,1268
337.9,1267
0UT70ZZ,1267
Z98.1,1265
294.1,1265
667.02,1264
727.9,1262
201.9,1262
569.41,1262
912,1261
K85.1,1261
157.2,1260
438.19,1259
414.02,1259
0SBD4ZZ,1259
V68.0,1258
374.1,1258
746.4,1256
189.2,1256
51.01,1256
R18.8,1256
82.29,1255
251.8,1255
921.2,1252
305.4,1251
786.7,1251
J45.901,1249
85.45,1249
K62.5,1249
599.69,1248
346.8,1247
645.21,1246
041.2,1245
365.89,1245
750.3,1244
716.97,1244
M20.12,1243
444.21,1243
041.5,1243
301.8,1243
B030Y0Z,1242
J98.4,1242
70.92,1241
77.69,1240
K80.10,1240
156.2,1240
349.9,1240
086.2,1240
816.10,1239
14.52,1238
402,1236
414.10,1235
355.5,1235
00.51,1235
B95.7,1233
296.23,1233
474.10,1232
N18.5,1231
447.0,1231
70.52,1230
619.1,1230
531.7,1229
410.2,1228
724.00,1228
50.29,1228
428.40,1228
M81.8,1227
25.1,1227
721,1227
741.9,1227
00178,1227
Z85.048,1226
I25.110,1226
752.11,1226
3E0U3GC,1225
379.9,1224
924.4,1224
387,1223
362.55,1223
173.91,1223
253.8,1223
371.60,1222
380.00,1221
Z85.828,1221
780.72,1220
274.82,1220
E942.2,1220
57.95,1219
B211YZZ,1218
464.11,1218
H35.051,1218
658.13,1218
R47.1,1218
354.3,1217
523.10,1216
444.0,1216
132.0,1215
Z93.3,1215
H35.052,1214
732.4,1214
R10.9,1212
13.8,1212
0WQF0ZZ,1212
173.6,1211
041.02,1211
204.00,1211
R00.1,1211
B7101.8,1211
V72.3,1211
428.21,1211
491.1,1211
78.66,1211
794.5,1211
913.0,1210
569,1210
674.32,1208
36.16,1208
715.37,1208
659.60,1208
295.72,1207
996.76,1206
732.7,1206
373.13,1205
Z86.711,1205
805,1205
87.71,1205
85.0,1204
E928.8,1204
820.00,1204
171.9,1204
659.53,1202
00129,1202
615.9,1201
652.31,1201
648.03,1199
756.15,1199
R11.10,1199
238.72,1197
184.4,1197
736.81,1196
142.0,1196
433.20,1195
174.1,1195
296.89,1195
R31.9,1195
268.2,1195
009.0,1194
K00.6,1194
348.82,1193
67.0,1193
00150,1193
425.11,1193
V53.2,1192
603,1192
348.9,1192
43.89,1192
R78.81,1191
03.96,1190
5A1955Z,1190
765.24,1190
922.4,1190
296,1189
40.42,1189
410.72,1189
784.91,1188
759.0,1187
618.6,1186
103.2,1186
729.81,1186
754.2,1186
03.90,1185
997.31,1185
14.71,1184
99.69,1183
K80.50,1183
316,1182
R74.0,1182
0UT74ZZ,1181
V55.1,1180
815.03,1180
K57.32,1178
338.28,1178
250.12,1178
85.32,1178
99.71,1177
202.0,1177
384.0,1177
361.30,1176
057.9,1176
599.89,1176
R97.2,1174
832.00,1174
567.21,1174
461.2,1173
825.2,1173
788.64,1173
O77.0,1172
384.01,1172
524.30,1171
150.4,1169
455.7,1169
461.3,1168
K83.1,1167
453.42,1167
230.0,1166
999.5,1165
531.70,1165
K31.89,1165
633.90,1165
313.3,1165
474.2,1164
331.19,1164
832.0,1164
89.68,1163
38.08,1163
J18.0,1163
04.07,1163
381.2,1162
646,1161
44.39,1161
282.7,1159
197.5,1159
367.51,1158
V10.07,1158
607.2,1157
357.4,1157
250.93,1157
09.6,1157
12.79,1156
30,1155
372.11,1155
369,1154
78.68,1154
38.97,1153
216.4,1152
00.39,1152
E66.2,1152
394,1151
37.25,1151
O02.1,1150
232.5,1149
608.83,1148
196.6,1148
531.3,1147
593.81,1147
996.61,1146
G89.3,1145
922.8,1145
442.2,1144
R65.20,1144
162.8,1143
277.39,1142
721.7,1140
728.79,1140
621.31,1139
371.00,1138
272.3,1137
C18.9,1136
367.5,1136
06.39,1136
053.79,1135
362.57,1135
657.01,1135
V67.3,1134
V51,1134
02.34,1134
646.71,1134
195.0,1134
5A09357,1134
5A1D60Z,1133
V10.01,1133
834.0,1133
00138,1133
V26.8,1132
527.3,1131
377.14,1131
290.43,1130
305.90,1129
N13.30,1128
54.93,1128
F17.211,1127
696.1A,1127
518.3,1127
996.82,1126
271.8,1126
205.01,1126
54.23,1126
788.69,1126
20.13.01,1125
R63.4,1124
00072,1124
276.50,1123
385.33,1123
811.00,1123
01.39,1121
724.09,1120
519.4,1120
438.12,1119
91.35,1119
173.7,1118
B7100.1,1118
B28016.2,1118
E78.2,1117
511.1,1116
K61.0,1116
83.31,1115
873.49,1115
112.5,1114
30233R1,1114
371.40,1114
478.25,1113
786.4,1112
608.86,1112
799.53,1111
348,1111
V10.85,1111
783.9,1108
J34.2,1108
I95.9,1108
420.91,1107
Z63.6,1107
716.34,1107
81.82,1106
327.52,1106
99.06,1105
579.3,1105
372.13,1105
362.04,1104
567.89,1104
N17.8,1103
39.71,1103
3E0P7GC,1103
596.1,1103
8E0UXY7,1103
V28.0,1103
198.4,1102
904.9,1102
642.01,1101
381.50,1100
V61.8,1100
10.31,1099
283.9,1099
Z66,1099
70.01.06,1098
50.94,1098
0TPBXDZ,1097
375.9,1097
736.89,1096
440.29,1094
O36.0130,1093
I07.1,1093
V86.1,1093
625.2,1093
428.32,1092
696.2,1090
194.0,1090
357.9,1089
C44.319,1088
94.62,1088
410.51,1088
955.2,1088
293.89,1088
816.02,1087
76.2,1087
V85.37,1087
390,1085
411.81,1085
728.82,1085
4A0D73Z,1084
C22.0,1084
742.9,1084
649.03,1082
732.1,1082
O42.92,1081
569.2,1081
3E033VG,1081
681,1081
87.11,1081
434.10,1081
040.89,1081
612.1,1081
V72.83,1080
307.21,1080
V12.42,1080
339.02,1080
994.9,1080
R50.81,1078
786.02,1078
674.82,1076
V26.33,1076
590.00,1075
N35.9,1075
80.29,1075
0HB6XZZ,1074
N39.3,1074
404.92,1073
89.18,1072
692.82,1072
75.62,1070
658.31,1070
A41.51,1070
388.8,1070
275.03,1070
755.60,1069
996.47,1069
44.38,1069
871.9,1069
81.80,1068
K64.8,1068
Z96.642,1067
378.51,1067
697.8,1067
530.9,1066
361.32,1066
795.05,1066
BT43ZZZ,1065
5A09457,1064
718.36,1064
935.1,1064
305.91,1063
O09.813,1063
40.24,1062
BP2WYZZ,1062
225.1,1061
432.9,1061
B28010.1,1060
427.8,1060
622.2,1060
756.1,1060
00209,1060
593,1059
0QBN0ZZ,1059
607.81,1059
228.02,1059
881.10,1059
92.19,1059
42.92,1059
712.2,1058
465.8,1058
V58.44,1058
00018,1057
692.4,1056
V12.52,1056
274.89,1056
00050,1056
517.8,1056
Z42.1,1055
22.19,1054
291.89,1054
86.84,1054
94.65,1053
Z93.6,1053
202.83,1053
295.60,1052
599.3,1052
157.1,1052
43.99,1052
I20.9,1052
659.21,1052
733.20,1052
913.5,1050
44.67,1050
E968.6,1050
Z53.09,1050
11.64,1049
20,1048
631,1048
00012,1047
E89.0,1046
276.9,1046
621.3,1046
922.9,1046
948.00,1045
BW25YZZ,1045
93.75,1045
334.3,1045
363.20,1045
237.70,1045
N28.9,1045
65.89,1044
914.5,1044
596.52,1044
738.8,1044
3E0C33Z,1044
02H63JZ,1044
0010N,1044
F31.9,1043
156.1,1043
999.88,1043
648.71,1043
197.1,1043
R60.0,1042
914,1042
476.1,1041
V20.2,1041
009U3ZX,1041
287.30,1041
738.0,1038
R09.02,1038
V16.8,1038
242,1037
Z68.26,1037
996.2,1037
89.29,1036
279.00,1036
642.91,1036
69.92,1035
356.1,1035
89.19,1034
560.31,1034
V27.1,1034
304,1033
250.13,1033
458.2,1033
B7301.2,1032
B7101.2,1032
V66.0,1031
433.31,1031
451.8,1031
81.05,1031
375.0,1031
202.88,1031
728.0,1030
V62.0,1030
Z91.19,1029
V07.9,1029
39.25,1028
333.4,1028
660.81,1028
E11.21,1027
4A02XFZ,1026
60.69,1025
B246ZZ4,1025
795.1,1023
998.0,1022
564.8,1021
356.4,1020
14.59,1020
96.38,1020
006.1,1018
D63.1,1018
54.3,1018
R04.2,1018
5A1945Z,1017
C50.912,1017
06BY0ZC,1016
295.5,1015
57.19,1015
V25.13,1015
C50.911,1015
362.60,1014
151,1014
810.03,1013
618.8,1013
0VB08ZZ,1013
30.22,1013
V56.2,1012
362.74,1012
763.7,1012
728.4,1011
289.4,1011
512.0,1011
818.0,1010
174.0,1010
198.82,1010
V02.54,1010
710.3,1010
038.11,1010
Y83.6,1010
08.36,1009
0UJD7ZZ,1009
249.9,1008
428.43,1008
815.01,1007
93.91,1007
362.1,1006
471.1,1005
82.44,1005
782,1005
714.4,1005
719.3,1005
744.9,1005
438,1004
86.89,1004
85.96,1004
597.89,1003
R91.1,1003
I21.19,1003
K08.3,1002
3E0336Z,1002
122.9,1002
212.1,1001
R41.81,1001
R07.89,1001
172.6,1000
692.79,1000
537.0,1000
198.0,999
388.11,999
R51,999
64.49,998
K56.0,997
85.99,997
388.4,997
348.89,996
372.75,996
808.43,995
850,995
256.1,994
08RK30Z,993
099.9,993
372.34,993
Z96.653,992
5A1D00Z,992
O90.81,992
780.59,992
O99.03,992
604.9,991
286.0,991
996.02,989
641.93,989
385.0,989
301.7,989
C90.00,988
296.00,988
598.2,988
37.80,988
835.00,988
Z95.828,987
644.2,987
681.1,987
10.06,986
V10.72,986
646.33,986
V53.8,985
V42.81,985
250.22,984
79.37,984
198.1,982
04.3,982
V24.0,982
85.31,982
786.39,981
01.51,981
N19,981
273.9,980
Z91.048,979
93.17,979
B96.29,979
314.01,979
V42.6,978
523.41,978
H91.93,978
V05,977
374.05,977
712.0,977
997.2,976
89.09,975
783.5,975
295.92,975
188.0,975
V53.32,975
V51.8,975
751.60,974
Z68.27,974
Z68.25,974
E888,974
443,973
629.8,972
808.49,972
260,971
77.49,971
590.9,971
B7301.8,971
0DBE8ZX,971
641.21,971
794.8,971
00046.55,970
0FT40ZZ,970
834.02,969
914.7,969
O63.1,969
381.51,969
0QBP0ZZ,969
649.31,967
0DTJ0ZZ,967
995.8,967
301.1,967
533.9,966
V12.02,966
12.65,966
E66.8,966
E849.8,966
840.8,965
558.1,965
608.87,965
00147,965
493.12,964
706.1B,964
163.9,964
333.0,964
537.3,964
376.01,964
I49.9,964
307.47,963
242.80,963
81.75,963
59.95,963
240,962
H35.30,962
37.75,962
443.1,962
Z22.52,962
796.3,961
J34.3,961
918.0,961
225.0,961
0VB08ZX,961
R64,961
83.65,960
518.1,960
59.71,960
300.15,959
633,959
J81.0,959
00123,959
00046.62,958
637.90,957
296.33,957
Z88.2,957
441.3,957
BR39ZZZ,957
77.68,956
361,956
799.51,955
Z17.0,955
338.21,955
V03.0,955
171.3,955
128.9,954
68.69,954
008.69,954
20.03.01,953
345.3,953
31.29,953
574.30,953
788.62,953
701,952
716.96,952
795.02,952
300.82,951
812.42,951
M35.3,950
302.73,950
428.33,950
79.33,950
V67.6,949
300.12,949
998.30,948
70.77,947
644,947
799,946
371.23,946
715.8,945
V10.89,945
0CTX0Z1,945
342.00,944
845.02,943
453.2,943
008.43,943
34.21,942
719.54,942
144.9,942
680.7,941
BU4CZZZ,941
296.43,940
30.01.08,940
041.10,939
723.2,939
878.0,939
914.6,937
525.5,937
716.14,937
564.6,937
372.06,936
648.14,935
V70,935
717.49,935
18.11,935
745.4,935
301,934
32.29,934
360.43,934
Z68.28,933
48.36,933
245.1,932
474.1,932
761.4,932
93.89,932
0HQ9XZZ,932
996.03,931
711.0,931
Y83.2,931
48.24,931
671.0,931
313.1,931
V55.6,930
301.50,930
93.53,930
B28013.9,929
426.89,929
305.9,929
M16.11,929
997.02,928
0UJD8ZZ,928
26.30,927
917.2,927
V85.38,927
BW21Y0Z,927
457.8,927
146.9,927
788,926
00172,926
606.1,925
02.05,925
455.1,925
V61.2,925
787.23,924
38.21,924
646.5,924
478.30,924
564.7,923
V03,922
520.1,922
562.01,922
825.22,922
576.0,922
719.5,922
385.32,921
235.7,921
212.3,921
V67.9,920
4A12XM4,920
646.23,920
336.3,920
I51.9,919
V85.42,919
372.0,919
E818,919
579.9,919
BW2110Z,919
617.3,918
755.59,918
K58.9,918
68.9,918
441.01,918
J06.9,918
461,917
296.24,917
656.41,917
45.72,917
099.53,917
289.1,917
Z47.2,917
596.5,916
789.4,916
BW251ZZ,916
375.55,915
980.0,915
146.0,915
556.4,914
296.50,914
810,914
78.09,914
556.8,913
V55.0,913
158.0,913
161,913
782.62,912
054.41,911
748.3,911
362.41,911
576.9,911
Z74.1,910
21.21,910
008.5,910
O99.334,910
81.65,910
85.55,910
00044.68,910
22.60,909
K83.0,909
339.42,909
290.2,909
910.0,909
202.81,909
375,908
Z88.9,908
307.2,908
00140,908
053.8,907
433.21,907
575,907
87.43,907
V62.81,907
210.1,906
716.94,906
633.0,906
789.30,906
654.91,906
535.11,905
345.5,905
C50.919,905
374.52,904
00126A,903
789.7,903
701.2,903
37.76,902
277.3,902
V67.00,902
942.03,901
Z79.52,901
T45.515A,901
993.0,901
873.64,900
582.81,900
757.4,900
396.1,899
77.39,898
057.8,898
403.11,897
C34.11,896
362,896
295.00,896
286.4,896
48.62,896
B246YZZ,896
41.04,896
O60.14X0,895
270.4,895
292.81,895
717.6,894
191.2,894
337.00,893
996.39,893
621.33,893
219.0,893
433.01,892
37.89,892
00075,892
Z72.0,891
945.24,891
516.31,890
V09.91,890
530.20,889
520.3,889
E878.8,889
733.81,889
362.64,888
I67.82,888
21.01,888
643.8,888
038.40,888
784.0A,888
00127,888
533,887
V58.8,887
646.8,887
339.01,887
86.75,886
831.02,886
733.19,886
304.11,886
J47.1,885
81.16,885
656.10,884
14.34,884
154.8,883
892,882
I42.2,882
694.9,882
617,881
239.8,881
377.10,881
V09.71,880
525.13,879
944.20,879
00107,879
733.5,878
D47.2,878
00111,878
200.0,877
79.01,877
D12.6,876
716.3,876
13.19,876
993.2,876
K76.9,876
556.1,875
473.2,875
273.3,875
W18.30XA,875
435.1,874
575.2,874
0SRC0JZ,874
759.9,873
751.6,873
00201,873
23.09,873
V49.73,873
46.85,872
57.99,872
48.69,872
00.94,872
L89.159,871
0GTK0ZZ,871
58.0,871
752.51,871
300.2,871
410.4,870
E960.0,869
641.13,869
291.9,869
621,868
654.1,868
381.5,868
291.0,868
Z68.30,867
736.72,867
327.20,867
00071,867
136.1,867
07B50ZX,866
173.0,866
006.0,866
917,866
20.01.04,866
666.24,866
229.9,865
296.21,864
388.9,863
366.51,862
B37.0,862
521.8,862
J13,862
213.1,862
K63.5,862
365.63,862
69.01,861
36.14,861
84.15,860
733.29,860
654.53,860
533.3,859
0SRD0JZ,859
136.3,859
O62.2,858
429.4,858
375.53,858
00.80,858
S72.101A,858
12.69,857
0JH606Z,857
134.9,857
916.1,856
07.22,856
255.10,855
V60.2,855
148.1,855
322.9,854
304.32,854
00016A,853
2.1.10,853
627.8,852
V05.8,852
874.8,852
D63.8,851
676.10,851
00.77,851
305.40,850
842.1,850
55.93,850
426,849
333.81,849
I44.0,849
Y84.8,849
610.3,849
54.61,849
V15.2,849
83.49,848
Z78.9,848
00008,848
588.89,848
Z96.659,847
V56.8,847
512.89,847
I20.8,847
841.9,846
535.51,846
362.05,846
718.42,846
404.93,846
89.15,845
719.85,845
Z85.118,845
780.64,845
642.3,845
710.4,844
438.2,844
996.40,844
736.05,844
81.28,844
648.4,844
0T9B7ZX,844
88.45,843
0UT20ZZ,843
378.10,842
459.31,842
405.9,842
R41.9,842
385.3,842
275.01,842
751.69,841
574.3,841
876.0,841
K66.0,841
601.8,840
519,840
621.2,840
V60.0,840
752.52,840
90.49,839
Z3A.36,839
I67.9,839
Z68.29,838
81.88,838
366.50,837
891.2,837
656.91,837
87.09,837
C16.9,837
492,836
K70.31,836
79.06,836
00.59,836
301.59,834
730.27,834
279.06,834
521.09,834
305.93,833
10.91,833
162.4,832
374.89,832
045.9,832
V58.76,832
79.34,832
707.12,831
00213,831
663.81,830
02.39,830
733.11,830
642.51,830
522.1,828
00046.66,827
B34RZZZ,827
574.11,827
79.14,826
00049,826
L72.3,826
448.0,825
34.09,825
41.38,825
342,824
87.51,824
Z51.89,824
08B43ZZ,824
360.11,824
349.81,823
713,823
428.31,822
727.64,822
379.32,821
582.89,821
564.02,821
50.59,820
E935.9,820
43.7,820
303.01,820
08.44,819
82.11,819
307.46,819
215.2,819
788.31,819
377.31,819
R59.0,819
270.6,818
380.9,818
V85.39,818
097.1,818
959.1,818
611.89,818
65.13,818
077.8,818
E884.2,817
648.00,816
E905.8,816
871.4,816
304.73,816
304.33,816
717.41,815
K29.40,815
I21.09,815
97.71,815
171.5,815
671.01,814
765.26,814
G47.00,814
08B53ZZ,814
94.39,813
918.9,813
81.81,813
304.91,813
271,812
B770.8,812
453.6,812
10907Z9,812
301.5,812
543.9,811
375.52,810
358.01,810
89.42,809
294.0,809
87.23,809
736.75,809
J96.22,809
944.03,809
E930,808
84.57,808
S72.011A,808
V04.7,807
429,807
945.00,807
30.01.01,807
732.8,807
410.1,806
821.21,806
V58.5,806
692.73,805
528.79,805
Z98.84,805
E885.9,804
446.4,804
S72.012A,804
027134Z,803
306.53,803
